winner_binary,season,team1,team2,runs_difference,wickets_difference,boundary_difference,team1_wickets,team2_wickets,team1_dot_ball_percentage,team2_dot_ball_percentage,toss_won_by_team1,toss_decision_bat,match_id
0,2022/23,Scotland,Nepal,-19,-3,-4,1,4,68.33333333333333,59.70149253731343,0,0,1358075
0,2022/23,Namibia,Nepal,0,-1,2,0,1,68.25396825396825,64.61538461538461,0,0,1358076
1,2022/23,Scotland,Namibia,6,1,3,2,1,67.21311475409836,66.12903225806451,0,0,1358077
0,2022/23,Scotland,Nepal,26,-1,6,1,2,62.295081967213115,71.66666666666667,0,0,1358078
0,2022/23,Namibia,United Arab Emirates,-16,-1,-3,2,3,79.36507936507937,70.3125,0,0,1358079
0,2022/23,United Arab Emirates,Namibia,-21,0,-5,1,1,66.66666666666666,56.060606060606055,0,0,1358080
1,2022/23,Papua New Guinea,United Arab Emirates,22,-4,6,0,4,56.451612903225815,64.0625,0,0,1358082
1,2022/23,United Arab Emirates,Nepal,-34,-3,-8,1,4,73.77049180327869,59.70149253731343,0,0,1358083
0,2022/23,Papua New Guinea,Nepal,7,-2,4,0,2,63.934426229508205,69.23076923076923,1,1,1358084
0,2022/23,United Arab Emirates,Papua New Guinea,-1,0,3,1,1,67.6923076923077,58.730158730158735,0,0,1358085
1,2022/23,Nepal,United Arab Emirates,3,1,4,2,1,74.19354838709677,63.49206349206349,1,1,1358086
1,2022/23,Nepal,Papua New Guinea,-27,0,-5,0,0,61.66666666666667,54.09836065573771,0,0,1358087
1,2022/23,Papua New Guinea,United Arab Emirates,8,-1,5,0,1,60.0,58.46153846153847,0,0,1358088
1,2022/23,Nepal,United Arab Emirates,9,-1,2,3,4,77.41935483870968,83.33333333333334,1,1,1358089
0,2022/23,Papua New Guinea,Nepal,-67,1,-14,2,1,71.66666666666667,43.75,0,0,1358090
0,2022/23,Papua New Guinea,United Arab Emirates,-32,1,-7,2,1,73.77049180327869,68.25396825396825,1,1,1358091
0,2022/23,United Arab Emirates,Nepal,9,-2,-1,1,3,53.84615384615385,58.333333333333336,1,1,1358092
0,2022/23,Zimbabwe,Netherlands,19,1,3,3,2,64.51612903225806,73.77049180327869,0,0,1362379
1,2022/23,Zimbabwe,Netherlands,4,-1,-1,0,1,59.01639344262295,61.904761904761905,1,1,1362380
0,2022/23,Netherlands,Zimbabwe,1,0,1,0,0,59.01639344262295,55.55555555555556,1,1,1362381
0,2023,Ireland,Bangladesh,-16,0,-1,2,2,76.66666666666667,64.0625,0,0,1364125
1,2023,United States of America,Namibia,9,0,0,2,2,66.12903225806451,77.41935483870968,0,0,1365092
1,2023,United Arab Emirates,Papua New Guinea,-19,4,-2,4,0,62.5,56.451612903225815,0,0,1365093
1,2023,Canada,United States of America,-3,1,1,3,2,77.04918032786885,68.75,0,0,1365095
0,2023,Jersey,Namibia,-30,0,-6,2,2,74.19354838709677,66.12903225806451,1,1,1365097
0,2023,United Arab Emirates,United States of America,12,0,7,1,1,60.0,53.2258064516129,1,1,1365098
0,2023,Canada,United Arab Emirates,-4,1,3,1,0,77.41935483870968,66.66666666666666,1,1,1365099
1,2023,Jersey,Papua New Guinea,4,0,0,2,2,65.57377049180327,60.65573770491803,1,1,1365100
1,2023,United States of America,Papua New Guinea,6,-1,0,2,3,67.21311475409836,73.33333333333333,1,1,1365101
1,2023,United Arab Emirates,Namibia,5,-1,0,0,1,61.53846153846154,67.21311475409836,0,0,1365102
1,2023,Namibia,Canada,-4,-1,-3,0,1,58.06451612903226,59.01639344262295,1,1,1365103
1,2023,United States of America,Jersey,-4,-4,-1,1,5,79.03225806451613,75.0,0,0,1365104
1,2023,United Arab Emirates,Jersey,4,1,-2,1,0,56.52173913043478,68.25396825396825,1,1,1365105
1,2023,Canada,Papua New Guinea,4,-4,1,0,4,67.21311475409836,60.0,1,1,1365106
1,2023,Bangladesh,Ireland,13,0,4,1,1,62.121212121212125,61.904761904761905,0,0,1365552
1,2023,Nepal,Oman,-17,1,-3,2,1,78.33333333333333,59.01639344262295,0,0,1367985
1,2023,United Arab Emirates,Oman,1,0,-2,0,0,65.57377049180327,59.01639344262295,0,0,1368000
0,2023,United Arab Emirates,Nepal,11,1,3,4,3,77.41935483870968,80.0,0,0,1368002
0,2023/24,South Africa,Australia,-44,-4,-11,1,5,75.80645161290323,61.53846153846154,0,0,1373571
1,2023/24,Australia,South Africa,18,-1,6,0,1,49.18032786885246,46.666666666666664,0,0,1373572
1,2023/24,South Africa,Australia,-40,-1,-9,0,1,55.55555555555556,40.98360655737705,0,0,1373573
1,2023/24,South Africa,Australia,-27,-3,-3,0,3,66.66666666666666,46.666666666666664,0,0,1373574
1,2023/24,South Africa,Australia,-28,-1,-4,1,2,75.40983606557377,65.07936507936508,0,0,1373575
0,2023/24,England,West Indies,23,2,3,2,0,54.09836065573771,67.74193548387096,1,1,1373576
0,2023/24,West Indies,England,-33,3,-4,4,1,68.33333333333333,47.540983606557376,0,0,1373577
0,2023/24,England,West Indies,-13,4,-3,5,1,60.0,50.0,0,0,1373578
0,2023/24,West Indies,Australia,-42,2,-10,3,1,71.66666666666667,47.540983606557376,0,0,1375847
1,2023/24,Australia,West Indies,21,0,6,3,3,63.07692307692307,66.66666666666666,0,0,1375848
0,2023/24,West Indies,Australia,-51,-1,-11,1,2,65.07936507936508,31.818181818181817,0,0,1375849
0,2023,United Arab Emirates,West Indies,-7,1,-5,2,1,62.121212121212125,65.57377049180327,1,1,1377005
1,2023,West Indies,United Arab Emirates,46,-2,8,0,2,50.0,75.80645161290323,1,1,1377006
0,2023,United Arab Emirates,West Indies,2,0,0,1,1,51.5625,46.875,1,1,1377007
0,2023,Nepal,Zimbabwe,-7,-1,-2,0,1,63.49206349206349,61.29032258064516,0,0,1377746
1,2023,West Indies,United States of America,-1,0,1,2,2,67.74193548387096,61.904761904761905,0,0,1377747
1,2023,Sri Lanka,United Arab Emirates,2,-1,1,0,1,56.451612903225815,64.51612903225806,0,0,1377748
0,2023,Ireland,Oman,-2,1,0,2,1,68.75,55.73770491803278,0,0,1377749
0,2023,Netherlands,Zimbabwe,9,0,2,0,0,61.904761904761905,62.295081967213115,0,0,1377750
0,2023,United States of America,Nepal,-29,3,-4,4,1,80.32786885245902,64.51612903225806,0,0,1377751
0,2023,Ireland,Scotland,-22,3,-3,4,1,71.875,57.14285714285714,0,0,1377752
0,2023,United Arab Emirates,Oman,6,0,3,2,2,72.1311475409836,70.96774193548387,0,0,1377753
1,2023,West Indies,Nepal,-12,0,0,2,2,73.33333333333333,62.903225806451616,0,0,1377754
0,2023,United States of America,Netherlands,-30,2,-6,3,1,81.9672131147541,59.01639344262295,0,0,1377755
0,2023,Oman,Sri Lanka,-43,4,-6,4,0,78.68852459016394,47.540983606557376,0,0,1377756
1,2023,Scotland,United Arab Emirates,-24,0,-7,3,3,73.33333333333333,68.33333333333333,0,0,1377757
1,2023,Zimbabwe,West Indies,-18,-2,-2,0,2,74.19354838709677,58.730158730158735,0,0,1377758
0,2023,Nepal,Netherlands,-35,1,-7,1,0,75.40983606557377,60.65573770491803,0,0,1377759
1,2023,Sri Lanka,Ireland,2,0,-1,2,2,63.07692307692307,64.51612903225806,0,0,1377760
1,2023,Scotland,Oman,10,1,2,1,0,70.49180327868852,73.77049180327869,0,0,1377761
1,2023,Zimbabwe,United States of America,-8,-5,-2,0,5,60.0,69.84126984126983,0,0,1377762
1,2023,Sri Lanka,Scotland,-10,0,-2,2,2,66.12903225806451,64.0625,0,0,1377764
1,2023,Ireland,United Arab Emirates,-16,0,-2,1,1,65.57377049180327,56.25,0,0,1377765
1,2023,Zimbabwe,Oman,-19,-1,-5,0,1,68.33333333333333,57.8125,0,0,1377766
1,2023,Sri Lanka,Netherlands,-19,2,-5,4,2,66.12903225806451,57.14285714285714,1,1,1377767
0,2023,United States of America,Ireland,-6,2,0,2,0,63.934426229508205,63.33333333333333,0,0,1377768
0,2023,West Indies,Scotland,3,3,2,4,1,70.96774193548387,69.84126984126983,0,0,1377769
0,2023,Zimbabwe,Sri Lanka,-7,3,1,3,0,66.66666666666666,57.377049180327866,0,0,1377770
0,2023,United Arab Emirates,Nepal,9,-1,0,1,2,67.21311475409836,80.0,0,0,1377771
1,2023,Netherlands,Oman,-1,-2,-1,0,2,56.451612903225815,64.51612903225806,0,0,1377772
1,2023,Scotland,Zimbabwe,-6,-4,0,0,4,64.51612903225806,64.0625,0,0,1377773
0,2023,Nepal,Ireland,-13,-1,-2,1,2,77.77777777777779,63.49206349206349,0,0,1377774
0,2023,Oman,West Indies,2,1,-2,2,1,62.5,69.35483870967742,0,0,1377775
0,2023,Scotland,Netherlands,-17,1,-2,1,0,70.0,57.8125,0,0,1377776
1,2023,United Arab Emirates,United States of America,-10,-2,-2,0,2,62.121212121212125,60.317460317460316,1,1,1377777
0,2023,West Indies,Sri Lanka,-1,2,-3,2,0,55.73770491803278,57.377049180327866,0,0,1377778
1,2023,Sri Lanka,Netherlands,3,-4,1,1,5,66.66666666666666,73.77049180327869,0,0,1377779
0,2023,West Indies,India,2,2,0,3,1,63.49206349206349,66.66666666666666,0,0,1381214
0,2023,India,West Indies,-15,-2,-3,0,2,60.9375,63.49206349206349,0,0,1381215
1,2023,India,West Indies,39,-3,6,0,3,53.2258064516129,71.875,0,0,1381216
0,2023/24,England,New Zealand,-30,0,-8,1,1,58.06451612903226,52.459016393442624,0,0,1384392
1,2023/24,Pakistan,Netherlands,-4,2,-2,3,1,67.74193548387096,68.75,0,0,1384393
1,2023/24,South Africa,Sri Lanka,-46,-1,-8,1,2,65.57377049180327,52.459016393442624,0,0,1384395
0,2023/24,Australia,India,16,-2,5,1,3,65.0,69.35483870967742,1,1,1384396
1,2023/24,New Zealand,Netherlands,28,-1,9,0,1,68.85245901639344,68.33333333333333,0,0,1384397
1,2023/24,England,Bangladesh,4,-4,3,0,4,61.66666666666667,58.333333333333336,0,0,1384398
0,2023/24,Sri Lanka,Pakistan,10,-1,5,1,2,63.63636363636363,59.01639344262295,1,1,1384399
1,2023/24,South Africa,Australia,3,-3,0,0,3,53.2258064516129,65.07936507936508,0,0,1384401
0,2023/24,Bangladesh,New Zealand,9,1,2,2,1,70.96774193548387,73.01587301587301,0,0,1384402
0,2023/24,Pakistan,India,-30,-1,-6,1,2,60.0,52.459016393442624,0,0,1384403
0,2023/24,Sri Lanka,Australia,-13,-2,-3,0,2,63.49206349206349,58.333333333333336,1,1,1384405
1,2023/24,Netherlands,South Africa,-9,0,-2,2,2,68.75,71.66666666666667,0,0,1384406
0,2023/24,Bangladesh,India,0,0,0,0,0,62.903225806451616,63.33333333333333,1,1,1384408
1,2023/24,Australia,Pakistan,23,0,5,0,0,54.54545454545454,55.38461538461539,0,0,1384409
0,2023/24,Netherlands,Sri Lanka,-8,0,0,2,2,68.75,62.903225806451616,1,1,1384410
1,2023/24,South Africa,England,-8,-3,0,1,4,61.29032258064516,54.6875,0,0,1384411
0,2023/24,New Zealand,India,-29,2,-7,2,0,73.4375,66.66666666666666,0,0,1384412
1,2023/24,South Africa,Bangladesh,9,-1,1,2,3,61.66666666666667,73.84615384615385,1,1,1384414
1,2023/24,Australia,Netherlands,18,-2,2,1,3,56.451612903225815,71.42857142857143,1,1,1384415
0,2023/24,England,Sri Lanka,3,0,0,2,2,55.73770491803278,61.29032258064516,1,1,1384416
0,2023/24,Pakistan,South Africa,-9,0,-2,2,2,62.5,53.2258064516129,1,1,1384417
1,2023/24,Australia,New Zealand,45,-2,10,0,2,49.2063492063492,48.4375,0,0,1384418
1,2023/24,Netherlands,Bangladesh,8,0,1,2,2,66.66666666666666,73.77049180327869,1,1,1384419
1,2023/24,India,England,-5,-2,-1,2,4,78.33333333333333,73.4375,0,0,1384420
0,2023/24,Bangladesh,Pakistan,-15,3,-2,3,0,73.33333333333333,63.934426229508205,1,1,1384422
1,2023/24,South Africa,New Zealand,-8,-1,1,1,2,70.49180327868852,55.73770491803278,0,0,1384423
1,2023/24,India,Sri Lanka,46,-5,10,1,6,62.903225806451616,84.375,0,0,1384424
0,2023/24,New Zealand,Pakistan,-9,-1,0,0,1,57.8125,54.83870967741935,0,0,1384426
1,2023/24,Australia,England,10,0,1,2,2,65.0,66.12903225806451,0,0,1384427
1,2023/24,India,South Africa,56,-2,12,1,3,53.84615384615385,70.49180327868852,1,1,1384428
0,2023/24,Sri Lanka,Bangladesh,-5,-1,0,1,2,60.65573770491803,58.730158730158735,0,0,1384429
1,2023/24,England,Netherlands,47,-1,9,1,2,49.2063492063492,80.32786885245902,1,1,1384431
0,2023/24,Sri Lanka,New Zealand,1,5,1,5,0,56.451612903225815,55.00000000000001,0,0,1384432
0,2023/24,Bangladesh,Australia,4,-1,-2,0,1,58.46153846153847,65.57377049180327,0,0,1384434
1,2023/24,England,Pakistan,29,-2,4,0,2,55.55555555555556,67.21311475409836,1,1,1384435
1,2023/24,India,Netherlands,29,-1,5,0,1,49.18032786885246,58.333333333333336,1,1,1384436
1,2023/24,India,New Zealand,38,-1,7,1,2,53.96825396825397,74.6268656716418,1,1,1384437
0,2023/24,South Africa,Australia,-56,0,-11,2,2,77.41935483870968,62.121212121212125,1,1,1384438
0,2023/24,India,Australia,20,-1,4,2,3,44.26229508196721,65.07936507936508,0,0,1384439
0,2024,England,Australia,-10,0,-4,1,1,53.96825396825397,58.730158730158735,1,1,1385700
1,2024,Australia,England,-6,-4,-1,1,5,67.21311475409836,63.07692307692307,0,0,1385701
0,2024,Australia,England,-4,-1,-1,1,2,61.29032258064516,61.904761904761905,0,0,1385702
1,2024,England,Australia,-26,-1,-5,1,2,59.01639344262295,49.2063492063492,0,0,1385703
0,2024,England,Australia,-30,1,-5,2,1,58.333333333333336,41.935483870967744,0,0,1385704
0,2023/24,South Africa,India,-9,3,-2,4,1,70.3125,55.55555555555556,1,1,1387600
0,2023/24,India,South Africa,7,1,0,1,0,65.07936507936508,69.35483870967742,0,0,1387601
1,2023/24,India,South Africa,-3,1,-2,2,1,54.6875,56.71641791044776,0,0,1387602
0,2023/24,Bangladesh,New Zealand,-17,3,-1,3,0,68.33333333333333,55.73770491803278,0,0,1388211
0,2023/24,New Zealand,Bangladesh,-30,1,-5,2,1,77.04918032786885,60.0,0,0,1388212
1,2023,Pakistan,Nepal,-3,-1,-2,2,3,65.15151515151516,67.74193548387096,1,1,1388392
0,2023,Bangladesh,Sri Lanka,-10,-1,0,2,3,68.85245901639344,65.07936507936508,1,1,1388393
0,2023,Nepal,India,1,1,0,1,0,61.66666666666667,48.38709677419355,0,0,1388398
0,2023,Bangladesh,Pakistan,12,3,3,4,1,70.0,72.1311475409836,1,1,1388401
1,2023,Sri Lanka,Bangladesh,4,1,4,1,0,62.5,61.29032258064516,0,0,1388403
1,2023,India,Pakistan,18,-1,9,0,1,69.35483870967742,67.1875,0,0,1388406
1,2023,India,Sri Lanka,26,-3,2,0,3,54.6875,73.01587301587301,1,1,1388407
0,2023,Pakistan,Sri Lanka,-22,0,-8,1,1,61.29032258064516,60.317460317460316,1,1,1388410
1,2023,Bangladesh,India,2,1,1,3,2,71.875,68.18181818181817,0,0,1388412
0,2023,Sri Lanka,India,-20,6,-5,6,0,73.77049180327869,45.94594594594595,1,1,1388414
0,2023/24,Australia,India,-24,1,-4,1,0,71.66666666666667,50.81967213114754,0,0,1389388
1,2023/24,India,Australia,17,-1,1,1,2,45.90163934426229,53.96825396825397,0,0,1389389
1,2023/24,Australia,India,18,1,5,1,0,50.0,59.01639344262295,1,1,1389390
1,2023,New Zealand,Bangladesh,-13,2,-1,3,1,75.0,57.14285714285714,1,1,1395701
0,2023,Bangladesh,New Zealand,13,1,1,3,2,61.29032258064516,66.12903225806451,1,1,1395702
1,2023/24,New Zealand,Bangladesh,-34,0,-3,2,2,76.19047619047619,40.625,0,0,1408102
0,2023/24,Zimbabwe,Ireland,-3,2,-2,4,2,73.77049180327869,73.77049180327869,1,1,1408107
0,2023/24,Zimbabwe,Ireland,-16,0,-5,1,1,68.25396825396825,59.67741935483871,0,0,1408108
0,2023/24,Zimbabwe,Sri Lanka,9,-1,-1,1,2,59.67741935483871,71.42857142857143,1,1,1412540
0,2023/24,Zimbabwe,Sri Lanka,-14,0,-3,1,1,63.33333333333333,55.73770491803278,1,1,1412541
0,2023/24,Sri Lanka,Bangladesh,16,-2,5,1,3,58.730158730158735,65.625,1,1,1419827
0,2023/24,Bangladesh,Sri Lanka,4,-2,2,1,3,54.83870967741935,56.92307692307692,0,0,1419828
0,2023/24,Sri Lanka,Bangladesh,-17,1,-3,2,1,69.35483870967742,58.333333333333336,1,1,1419829
1,2023/24,Nepal,Canada,-1,-1,-1,1,2,60.9375,61.904761904761905,1,1,1420220
0,2023/24,Canada,Nepal,-16,-2,-1,0,2,66.66666666666666,53.2258064516129,1,1,1420221
0,2023/24,Canada,Nepal,-28,0,-7,1,1,70.49180327868852,56.451612903225815,0,0,1420222
0,2023/24,Nepal,Namibia,-18,3,-2,4,1,79.03225806451613,65.57377049180327,0,0,1420529
0,2023/24,Netherlands,Nepal,-72,1,-14,2,1,78.33333333333333,50.0,0,0,1420530
0,2023/24,Namibia,Netherlands,-11,3,-2,3,0,75.80645161290323,74.19354838709677,0,0,1420531
0,2023/24,Nepal,Namibia,15,1,1,3,2,59.67741935483871,71.66666666666667,0,0,1420532
1,2023/24,Namibia,Netherlands,2,0,3,2,2,66.12903225806451,62.5,0,0,1420533
0,2023/24,Nepal,Netherlands,-19,0,-4,1,1,63.49206349206349,65.0,0,0,1420534
0,2023/24,United Arab Emirates,Canada,14,0,5,2,2,70.49180327868852,68.85245901639344,0,0,1421069
0,2023/24,Scotland,Canada,-38,0,-6,1,1,71.66666666666667,58.730158730158735,0,0,1421070
0,2023/24,United Arab Emirates,Scotland,-29,1,-5,2,1,70.0,59.01639344262295,0,0,1421071
1,2023/24,Canada,United Arab Emirates,0,2,1,2,0,60.317460317460316,58.06451612903226,0,0,1421072
0,2023/24,Scotland,Canada,14,-4,1,0,4,63.07692307692307,70.49180327868852,0,0,1421073
0,2025,United Arab Emirates,Scotland,-7,0,0,1,1,63.934426229508205,65.0,0,0,1421074
0,2024/25,Pakistan,Australia,-26,0,-3,2,2,73.33333333333333,50.79365079365079,0,0,1426549
0,2024/25,Australia,Pakistan,12,2,6,2,0,63.934426229508205,66.66666666666666,0,0,1426550
0,2024/25,Australia,Pakistan,7,2,2,2,0,65.625,59.375,0,0,1426551
0,2024,Oman,Namibia,5,2,1,2,0,70.96774193548387,73.33333333333333,0,0,1428957
1,2024,Scotland,Namibia,29,0,5,1,1,59.01639344262295,75.38461538461539,0,0,1428958
0,2024,Oman,Scotland,-3,0,-4,2,2,64.51612903225806,62.903225806451616,0,0,1428959
0,2024,Namibia,Oman,-17,-1,1,1,2,77.77777777777779,61.29032258064516,0,0,1428960
1,2024,Scotland,Namibia,38,-2,7,1,3,65.57377049180327,83.33333333333334,0,0,1428961
1,2024/25,South Africa,Ireland,-4,1,-1,3,2,70.0,71.875,1,1,1431088
1,2024/25,South Africa,Ireland,11,-5,2,0,5,59.01639344262295,59.67741935483871,1,1,1431089
1,2024/25,Ireland,South Africa,-11,-3,1,0,3,78.33333333333333,64.51612903225806,1,1,1431090
0,2024/25,South Africa,Pakistan,38,0,8,1,1,53.96825396825397,78.33333333333333,1,1,1432214
1,2024/25,Pakistan,South Africa,-14,1,1,2,1,60.9375,51.5625,0,0,1432215
1,2024/25,Pakistan,South Africa,-15,-1,-2,1,2,73.77049180327869,65.07936507936508,0,0,1432216
0,2024/25,England,West Indies,-3,1,0,1,0,66.66666666666666,65.625,0,0,1433370
0,2024/25,West Indies,England,-17,1,-4,2,1,68.33333333333333,54.09836065573771,0,0,1433371
0,2024/25,England,West Indies,-41,3,-7,4,1,80.0,57.8125,0,0,1433372
0,2024/25,Bangladesh,West Indies,16,0,2,2,2,60.317460317460316,69.35483870967742,1,1,1433380
0,2024/25,Bangladesh,West Indies,1,3,-5,3,0,51.5625,63.49206349206349,0,0,1433381
0,2024/25,Bangladesh,West Indies,-20,-1,-2,2,3,68.25396825396825,54.09836065573771,0,0,1433382
0,2024/25,England,India,6,1,2,3,2,59.01639344262295,58.730158730158735,1,1,1439904
0,2024/25,England,India,-2,0,1,0,0,43.54838709677419,45.16129032258064,1,1,1439905
1,2024/25,India,England,-32,-1,-6,1,2,67.74193548387096,53.2258064516129,0,0,1439906
1,2024/25,New Zealand,Pakistan,-10,1,0,2,1,67.74193548387096,56.451612903225815,1,1,1442220
0,2024/25,South Africa,New Zealand,-4,0,1,1,1,62.5,58.730158730158735,0,0,1442221
0,2024/25,South Africa,Pakistan,-27,-1,-4,1,2,55.55555555555556,41.269841269841265,1,1,1442222
0,2024/25,Pakistan,New Zealand,3,1,2,2,1,67.6923076923077,65.07936507936508,1,1,1442223
1,2024,Sri Lanka,India,-34,1,-6,1,0,65.07936507936508,45.16129032258064,1,1,1442991
1,2024,Sri Lanka,India,-26,-3,-6,0,3,68.33333333333333,60.0,1,1,1442992
0,2024/25,Sri Lanka,New Zealand,-47,4,-9,4,0,73.77049180327869,50.79365079365079,0,0,1443546
1,2024/25,New Zealand,Sri Lanka,22,-3,3,1,4,45.90163934426229,67.74193548387096,0,0,1443547
1,2024/25,Sri Lanka,New Zealand,31,-5,6,0,5,59.01639344262295,71.01449275362319,1,1,1443548
1,2024/25,New Zealand,Pakistan,-28,2,-7,2,0,67.16417910447761,61.29032258064516,0,0,1443554
1,2024/25,New Zealand,Pakistan,44,-1,10,2,3,55.88235294117647,76.5625,0,0,1443555
1,2024/25,New Zealand,Pakistan,24,0,3,1,1,59.375,69.6969696969697,0,0,1443556
1,2024/25,Zimbabwe,Pakistan,35,0,4,2,2,58.46153846153847,77.04918032786885,0,0,1444649
0,2024/25,Zimbabwe,Pakistan,-20,2,-4,2,0,61.904761904761905,57.377049180327866,1,1,1444650
1,2024/25,Pakistan,Zimbabwe,-1,-3,-2,0,3,63.33333333333333,68.33333333333333,1,1,1444651
0,2024,Canada,Netherlands,-4,2,-3,2,0,65.57377049180327,65.625,1,1,1445034
1,2024,United States of America,Canada,-4,-1,-3,0,1,60.60606060606061,65.07936507936508,0,0,1445035
1,2024,Netherlands,United States of America,-11,-1,-4,1,2,68.33333333333333,68.75,0,0,1445036
1,2024,Netherlands,Canada,-14,1,-3,3,2,67.64705882352942,59.70149253731343,0,0,1445037
1,2024,United States of America,Canada,6,-2,2,0,2,68.33333333333333,67.1875,0,0,1445038
1,2024,Netherlands,United States of America,8,-3,0,0,3,62.903225806451616,66.66666666666666,0,0,1445039
1,2025,England,West Indies,32,-2,7,1,3,40.98360655737705,60.317460317460316,0,0,1448343
0,2025,West Indies,England,-22,-1,-3,1,2,61.904761904761905,50.76923076923077,0,0,1448344
0,2025,West Indies,England,-62,2,-8,3,1,64.51612903225806,33.33333333333333,0,0,1448345
0,2025,England,South Africa,-10,2,-1,2,0,66.12903225806451,59.67741935483871,0,0,1448354
1,2025,South Africa,England,-5,-1,-1,0,1,69.84126984126983,61.53846153846154,0,0,1448355
1,2025,England,South Africa,43,-5,9,1,6,56.25,80.95238095238095,0,0,1448356
0,2024,Namibia,United States of America,-2,1,1,2,1,78.33333333333333,66.66666666666666,0,0,1450690
0,2024,United Arab Emirates,United States of America,-40,3,-8,3,0,73.77049180327869,52.38095238095239,0,0,1450691
0,2024,Namibia,United Arab Emirates,41,-1,8,0,1,50.0,63.49206349206349,0,0,1450692
0,2024,Namibia,United States of America,5,0,5,1,1,68.33333333333333,56.060606060606055,1,1,1450693
1,2024,United States of America,United Arab Emirates,-9,-1,-1,2,3,62.903225806451616,62.295081967213115,0,0,1450694
0,2024,United Arab Emirates,Namibia,-10,3,-5,3,0,57.8125,60.65573770491803,0,0,1450695
1,2024,Canada,Nepal,-14,-2,-2,1,3,77.04918032786885,63.49206349206349,0,0,1450696
0,2024,Nepal,Oman,-31,1,-3,1,0,83.60655737704919,63.33333333333333,0,0,1450697
1,2024,Canada,Oman,-13,-2,-2,2,4,85.0,73.4375,0,0,1450698
0,2024,Nepal,Canada,-1,2,-2,3,1,74.6268656716418,80.32786885245902,1,1,1450699
0,2024,Oman,Canada,-16,0,-4,1,1,71.42857142857143,72.1311475409836,0,0,1450701
0,2024/25,United States of America,Scotland,-13,5,-5,5,0,73.33333333333333,65.0,0,0,1450702
0,2024/25,Scotland,Nepal,-11,1,2,2,1,76.66666666666667,66.12903225806451,0,0,1450704
1,2024/25,Scotland,United States of America,-14,-1,-4,1,2,58.333333333333336,59.67741935483871,0,0,1450705
1,2024/25,United States of America,Nepal,7,0,2,1,1,62.295081967213115,61.29032258064516,0,0,1450706
0,2024/25,West Indies,Sri Lanka,-26,-1,-7,2,3,56.451612903225815,44.26229508196721,1,1,1451817
0,2024/25,West Indies,Sri Lanka,6,2,0,4,2,65.0,73.33333333333333,0,0,1451818
0,2024/25,Sri Lanka,West Indies,-29,-1,1,0,1,70.49180327868852,39.0625,0,0,1451819
1,2024/25,Sri Lanka,New Zealand,-14,1,-3,1,0,58.06451612903226,46.875,1,1,1456443
0,2024/25,New Zealand,Sri Lanka,-3,0,0,2,2,63.49206349206349,60.0,0,0,1456444
0,2024/25,United Arab Emirates,Oman,13,1,3,2,1,73.01587301587301,78.33333333333333,0,0,1457464
1,2024/25,United Arab Emirates,Netherlands,15,-1,3,1,2,68.85245901639344,76.66666666666667,0,0,1457465
0,2024/25,Netherlands,Oman,-16,2,-2,2,0,75.0,66.12903225806451,0,0,1457466
0,2024/25,United Arab Emirates,Oman,9,0,1,3,3,74.60317460317461,85.24590163934425,0,0,1457467
1,2024/25,Netherlands,United Arab Emirates,-2,-1,-2,0,1,70.0,70.49180327868852,0,0,1457468
1,2024/25,Oman,Netherlands,4,-1,0,0,1,70.49180327868852,75.80645161290323,0,0,1457469
1,2024/25,Sri Lanka,Australia,3,0,1,4,4,67.74193548387096,77.04918032786885,1,1,1459908
1,2024/25,New Zealand,Pakistan,26,0,4,2,2,60.65573770491803,77.04918032786885,0,0,1466414
0,2024/25,Bangladesh,India,-30,4,-7,5,1,66.66666666666666,56.451612903225815,1,1,1466415
0,2024/25,England,Australia,-3,0,-6,2,2,47.61904761904761,51.61290322580645,0,0,1466417
0,2024/25,Pakistan,India,-12,1,-5,2,1,61.76470588235294,61.29032258064516,1,1,1466418
0,2024/25,Bangladesh,New Zealand,4,-1,-3,1,2,67.21311475409836,70.0,0,0,1466419
0,2024/25,England,South Africa,4,1,2,3,2,59.375,58.2089552238806,1,1,1466424
1,2024/25,India,New Zealand,-7,2,-1,3,1,67.21311475409836,61.29032258064516,0,0,1466425
0,2024/25,Australia,India,8,0,1,2,2,54.54545454545454,56.451612903225815,1,1,1466426
1,2024/25,New Zealand,South Africa,0,0,0,1,1,59.01639344262295,61.66666666666667,1,1,1466427
0,2024/25,New Zealand,India,5,1,0,1,0,46.875,56.25,1,1,1466428
1,2024/25,Zimbabwe,Ireland,0,-2,2,0,2,60.9375,65.15151515151516,0,0,1467701
0,2024/25,Zimbabwe,Ireland,-14,0,-1,1,1,68.33333333333333,61.53846153846154,0,0,1467702
0,2024/25,Ireland,Zimbabwe,-51,1,-11,1,0,75.40983606557377,52.459016393442624,0,0,1467703
1,2024/25,United States of America,Namibia,18,-1,4,1,2,60.65573770491803,58.46153846153847,0,0,1468879
1,2024/25,Namibia,Oman,-18,-1,-2,0,1,78.33333333333333,62.5,0,0,1468880
0,2024/25,United States of America,Oman,19,3,3,3,0,63.934426229508205,75.40983606557377,1,1,1468881
1,2024/25,United States of America,Namibia,4,-3,-1,0,3,69.35483870967742,73.33333333333333,0,0,1468882
0,2024/25,Namibia,Oman,-12,3,-2,4,1,72.1311475409836,68.25396825396825,1,1,1468883
